,Domain,Have IP,Have @,URL Length,URL Depth,Redirection,https Domain,TinyURL,Prefix/Suffix,Have client,Have admin,Have login,Have server,.php,.html,.info,.txt,.js,.exe,Num of periods,Is encoded,Num of encoded char,Num of parameters,Num of digits,Num of spec char,iFrame,Mouse Over,Right Click,Web Forwards,Number of page tokens,number of sentences,number of html tags,number of whitespace,url Is Live,HTML Length,Num Objects,Num Embeds,Num Images,Num Links,Num Titles,Num Script,Special Characters,Script To Special Chars Ratio,Script To body Ratio,Body To Special Char Ratio,Label
6261,pitchfork.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,11,1,0,0,1,12149,8599,480,0,1,465812,0,0,3,67,3,295120,120349,2.45220151393032,0.633560320472637,0.2583638892943934,0
6262,himado.in,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,1,80,64,1,0,0,1,5930,547,1676,0,1,12793,0,0,40,153,2,6480,3425,1.891970802919708,0.5065270069569295,0.2677245368560931,0
6263,extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,7,0,16,15,1,0,0,1,37,9,10,0,0,183,0,0,0,1,1,0,39,0.0,0.0,0.2131147540983606,0
6264,babal.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,0,49,43,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
6265,bigcinema.tv,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,35,35,1,0,0,1,93,15,17,0,1,440,0,0,1,2,1,0,133,0.0,0.0,0.3022727272727272,0
6266,themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,1,0,0,1,2210,688,36,0,1,27174,0,0,0,2,0,27079,8752,3.094035648994516,0.9965040111871644,0.322072569367778,0
6267,kotaku.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,11,1,0,0,1,8480,6240,707,0,1,159977,0,0,16,89,2,27953,39505,0.7075813188204024,0.1747313676340974,0.2469417478762572,0
6268,twitter.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44,1,60,52,1,0,0,1,804,849,123,0,1,92065,0,0,1,6,1,88082,23610,3.730707327403642,0.956737087927008,0.2564492478140444,0
6269,duckduckgo.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,6,6,14,1,0,0,1,11,25,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
6270,allrecipes.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,5,1,1,0,1,5836,1675,563,0,0,71553,0,0,3,140,9,47738,16744,2.851051122790253,0.6671697902254273,0.2340083574413372,0
6271,udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,0,75,61,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
6272,eksisozluk.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,7,1,0,0,1,275,26,30,0,0,314546,0,0,0,1,2,0,11058,0.0,0.0,0.0351554303663057,0
6273,serverfault.com,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,3035,1537,292,0,0,5767,0,0,3,54,5,3628,1189,3.0513036164844407,0.6290965840124848,0.2061730535807178,0
6274,lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,11,1,0,0,1,9130,6219,716,0,1,163567,0,0,15,94,1,31331,40215,0.7790874051970658,0.1915484174680712,0.2458625517372086,0
6275,xhamster.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,8,9,1,0,0,1,6523,2246,1434,0,0,27583,0,0,63,226,0,23383,7034,3.324282058572648,0.8477322988797448,0.2550121451618751,0
6276,kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,12,1,0,0,1,10833,2917,1107,0,1,39491,0,0,50,198,55,16566,10851,1.5266795687033454,0.419487984604087,0.2747714669165126,0
6277,fortune.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,1,0,0,1,3840,2018,301,0,1,120451,0,0,0,25,0,78538,30425,2.5813640098603123,0.6520327768138081,0.2525923404537945,0
6279,yourlust.com,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12,1,0,0,1,5992,1309,1199,0,1,11420,0,0,324,100,1,6649,3142,2.116168045830681,0.5822241681260946,0.2751313485113835,0
6281,thenextweb.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,1,0,0,1,40,7,11,0,0,170,0,0,0,0,2,0,29,0.0,0.0,0.1705882352941176,0
6282,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,1,1695,1679,162,0,0,32749,0,0,4,28,1,15924,8341,1.9091236062822203,0.4862438547741916,0.2546947998412165,0
6283,kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,14,1,0,0,1,8256,1594,884,0,1,36364,0,0,35,239,49,21465,10735,1.9995342338146247,0.5902815971840282,0.295209547904521,0
6284,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,13,1,0,0,1,2534,479,211,0,1,17815,0,0,6,24,1,12380,4645,2.6652314316469323,0.6949200112264945,0.260735335391524,0
6285,interpark.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,27,11,1,0,0,1,661,146,79,0,1,4042,0,0,0,6,0,3958,1391,2.845434938892883,0.9792182088075212,0.3441365660564077,0
6286,nesn.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,1,0,0,1,13598,2227,2183,0,1,80105,0,0,12,356,47,42365,20616,2.0549573147070235,0.5288683602771362,0.2573622120966232,0
6287,steamcommunity.com,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,4,2,1,0,0,1,1133,303,186,0,1,4245,0,0,5,72,3,2629,1078,2.438775510204082,0.619316843345112,0.2539458186101295,0
6288,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,1,0,0,1,2589,516,246,0,1,21744,0,0,7,29,1,15669,5460,2.86978021978022,0.7206125827814569,0.2511037527593819,0
6290,thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,9,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
6292,tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,6,1,0,0,0,9846,5646,469,0,1,117557,0,0,14,61,1,115632,26466,4.369077306733167,0.9836249649106392,0.2251333395714419,0
6293,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,1,1719,1679,159,0,0,32609,0,0,4,28,1,15924,8311,1.9160149199855607,0.4883314422398724,0.2548682878959796,0
6294,hdfcbank.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,1,0,0,1,403,107,48,0,0,9166,0,0,1,1,3,2862,1250,2.2896,0.3122408902465634,0.1363735544403229,0
6295,tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,1,0,0,0,10547,6449,752,0,1,145536,0,0,24,90,2,143590,32870,4.368421052631579,0.9866287379067722,0.2258547713280563,0
6296,buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,14,1,0,0,1,572,52,74,0,0,1857,0,0,0,2,9,958,389,2.462724935732648,0.5158858373721056,0.2094776521270867,0
6297,elitedaily.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,1,0,0,0,1974,1822,268,0,1,9969,0,0,7,53,2,8060,2691,2.995169082125604,0.8085063697462133,0.2699368040926873,0
6298,katproxy.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,31,8,1,0,0,1,59,11,5,0,0,1295,0,0,0,0,0,1295,156,8.301282051282051,1.0,0.1204633204633204,0
6299,torrentdn.com,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,4,10,16,1,0,0,1,2970,492,525,0,1,10706,0,0,17,66,12,5197,2422,2.145747316267548,0.4854287315524005,0.226228283205679,0
6300,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,1,0,0,1,1615,436,227,0,1,14696,0,0,6,30,1,11732,4014,2.922770303936223,0.7983124659771367,0.2731355470876428,0
6301,ck101.com,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,11,9,1,0,0,1,119,44,42,0,1,146,0,0,5,1,1,6,83,0.072289156626506,0.0410958904109589,0.5684931506849316,0
6302,mashable.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,1,0,0,1,3681,1344,436,0,1,21082,0,0,2,87,1,6281,4229,1.4852210924568456,0.2979318850203965,0.2005976662555735,0
6303,otomoto.pl,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,2,1,0,0,1,11676,5478,2019,0,1,235392,0,0,58,143,42,166758,61303,2.72022576382885,0.7084267944535073,0.2604294113648722,0
6304,interpark.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,6,1,0,0,1,2207,290,164,0,1,13175,0,0,2,6,2,12638,4417,2.8612180212814127,0.9592409867172677,0.3352561669829222,0
6305,jezebel.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,1,0,0,1,4623,3852,328,0,0,95656,0,0,11,40,1,15088,22640,0.6664310954063605,0.15773187254328,0.2366814418332357,0
6306,atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,53,42,1,0,0,1,3539,309,160,0,1,37102,0,0,2,30,0,469,6892,0.068049912942542,0.0126408279877095,0.1857581801520133,0
6307,abcnews.go.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,8,1,0,0,1,8351,1936,422,0,1,98171,0,0,9,27,25,92017,27714,3.3202352601573213,0.9373134632427093,0.2823033278666816,0
6309,dantri.com.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,16,1,0,0,1,2946,1246,610,0,0,22714,0,0,4,223,0,19337,6348,3.046156269691241,0.8513251739015585,0.2794752135246984,0
6310,allegro.pl,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,31,6,1,0,0,1,15,8,8,0,0,352,0,0,0,0,0,213,80,2.6625,0.6051136363636364,0.2272727272727272,0
6311,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,1,0,0,1,2179,453,217,0,1,18207,0,0,7,29,1,12998,4437,2.929456840207348,0.7139012467732191,0.2436974789915966,0
6312,teespring.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,10,1,0,0,1,924,355,107,0,0,18769,0,0,0,7,1,18535,5597,3.311595497587993,0.987532633597954,0.2982044861207309,0
6313,mashable.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,1,4633,1460,486,0,1,25663,0,0,5,94,1,6299,5215,1.207861936720997,0.2454506487939835,0.2032108483030043,0
6314,tune.pk,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8,1,0,0,1,24,3,6,0,0,142,0,0,0,0,1,0,26,0.0,0.0,0.1830985915492957,0
6315,perezhilton.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,15,1,0,0,1,3008,757,496,0,0,13783,0,0,8,83,8,9217,3422,2.6934541203974285,0.6687223391134006,0.2482768628020024,0
6316,worldoftanks.ru,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4,1,0,0,1,99,21,12,0,1,708,0,0,0,0,0,691,168,4.113095238095238,0.9759887005649718,0.2372881355932203,0
6317,moviepilot.com,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,18,1,0,0,1,103,32,20,0,0,11956,0,0,0,3,2,0,458,0.0,0.0,0.0383071261291401,0
6318,searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
6319,hdfcbank.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,403,107,48,0,0,9165,0,0,1,1,3,2861,1238,2.3109854604200324,0.3121658483360611,0.1350791052918712,0
6320,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,32,1,1,0,0,1,417,75,39,0,1,6897,0,0,0,1,1,6822,1049,6.503336510962821,0.989125706829056,0.1520951138176018,0
6321,olx.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,1,19,22,1,0,0,0,21908,13139,2147,0,1,1418881,0,0,55,117,57,1341183,519926,2.579565168889419,0.9452399461265604,0.3664338306031302,0
6322,web.de,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,1,6717,4762,1088,0,0,136875,0,0,0,198,1,6953,29129,0.2386968313364688,0.0507981735159817,0.2128146118721461,0
6323,thechive.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,10,1,0,0,1,15958,2425,2551,0,1,35455,0,0,120,609,46,13556,9180,1.4766884531590414,0.3823438161049217,0.2589197574390072,0
6324,olx.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,31,36,1,0,0,0,22565,13087,2194,0,1,1411254,0,0,55,130,58,1329972,518138,2.566829686299789,0.9424044147970528,-7.085896656448804e-07,0
6325,atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,37,30,1,0,0,1,2936,126,160,0,1,15363,0,0,2,30,0,469,3825,0.1226143790849673,0.0305278916878213,0.2489748096074985,0
6326,indianexpress.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,5081,1125,1092,0,1,30477,0,0,60,336,7,20406,8301,2.458258041199856,0.6695540899694852,0.2723693276897332,0
6327,babal.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,63,55,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
6328,depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,13,1,39,20,1,0,0,1,456,206,110,0,1,219189,0,0,0,2,1,218890,937,233.60725720384204,0.9986358804502052,0.0042748495590563,0
6329,twitter.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,5,26,1,0,0,1,804,849,123,0,1,92035,0,0,1,6,1,88052,23606,3.730068626620351,0.9567229858206118,0.2564893790405824,0
6330,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,31,1,1,0,0,1,417,75,39,0,1,6897,0,0,0,1,1,6822,1049,6.503336510962821,0.989125706829056,0.1520951138176018,0
6331,depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,2,1,10,9,1,0,0,1,456,204,110,0,1,219199,0,0,0,2,1,218900,940,232.87234042553192,0.9986359426822202,0.0042883407314814,0
6332,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,2145,522,261,0,1,18978,0,0,10,28,1,14118,4935,2.860790273556231,0.7439140056907999,0.2600379386658236,0
6333,metro.co.uk,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,12,1,0,0,1,8804,4114,708,0,1,146195,0,0,29,164,20,23781,30551,0.7784033255867239,0.1626663018571086,0.2089743151270563,0
6335,clien.net,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,11,2,10,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
6336,ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,1,0,0,0,1927,250,440,0,1,5650,0,0,2,113,10,2522,1343,1.877885331347729,0.4463716814159292,0.2376991150442478,0
6337,mylust.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,1,0,0,1,6825,847,1223,0,1,17062,0,0,145,211,3,7808,4256,1.8345864661654128,0.4576251318719962,0.2494432071269487,0
6338,paytm.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
6339,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,1,0,0,1,3209,647,311,0,1,29633,0,0,7,48,1,22136,7724,2.865872604867944,0.7470050281780447,0.2606553504538859,0
6340,aljazeera.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,8,1,0,0,1,2765,2098,614,0,0,98984,0,0,13,70,15,94714,2915,32.49193825042882,0.9568617150246504,0.0294492039117433,0
6342,superuser.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,1,0,0,1,9522,6126,846,0,1,117327,0,0,9,151,16,110402,39106,2.823147343118703,0.9409769277318948,0.3333077637713399,0
6343,wikimapia.org,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86,0,88,90,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
6344,thechive.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,1,0,0,1,15958,2425,2551,0,1,35455,0,0,120,609,46,13556,9180,1.4766884531590414,0.3823438161049217,0.2589197574390072,0
6345,bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,0,0,1,615,120,104,0,0,3064,0,0,3,17,0,2101,829,2.53437876960193,0.6857049608355091,0.2705613577023498,0
6346,depositphotos.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,14,0,19,15,1,0,0,1,20792,6342,3727,0,1,825301,0,0,132,238,5,816007,2383,342.42845153168275,0.98873865413952,0.0028874313735231,0
6350,yourlust.com,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,9,1,0,0,1,6142,1330,1199,0,1,11363,0,0,324,100,1,6639,3138,2.115678776290631,0.5842647188242541,0.276159464930036,0
6351,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,33,1,1,0,0,1,423,75,39,0,1,6915,0,0,0,1,1,6840,1056,6.477272727272728,0.9891540130151844,0.1527114967462039,0
6352,bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,0,0,1,615,120,104,0,0,3064,0,0,3,17,0,2101,829,2.53437876960193,0.6857049608355091,0.2705613577023498,0
6353,userscloud.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,480,960,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
6354,sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,1,0,0,1,17363,17687,2909,0,1,48111,0,0,51,414,28,21731,11792,1.842859565807327,0.4516846459229698,0.2450998732098688,0
6355,sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,1,0,0,1,16663,18078,2905,0,1,43141,0,0,45,407,28,21466,10951,1.960186284357593,0.4975777102987877,0.2538420528035975,0
6356,rt.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,13377,13196,1370,0,1,12253,0,0,89,192,3,5243,3007,1.7435982707016962,0.427895209336489,0.2454092875214233,0
6357,udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,0,54,53,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
6358,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,34,1,1,0,0,1,423,75,39,0,1,6931,0,0,0,1,1,6856,1059,6.474032105760151,0.989179050642043,0.1527918049343529,0
6359,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,1,1695,1679,162,0,0,32749,0,0,4,28,1,15924,8341,1.9091236062822203,0.4862438547741916,0.2546947998412165,0
6360,stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,1,0,0,1,10265,5909,929,0,1,120723,0,0,4,162,17,109676,39882,2.750012536984104,0.9084929963635762,0.3303595835093561,0
6361,olx.ro,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,0,0,2196,318,200,0,0,19010,0,0,8,30,0,17554,4912,3.573697068403909,0.9234087322461862,0.2583903208837454,0
6362,telegraf.com.ua,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,9,1,0,0,1,5389,1674,810,0,1,61345,0,0,29,155,1,18906,15783,1.1978711271621365,0.308191376640313,0.2572825821175319,0
6363,allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,4,12,17,1,0,0,1,15,8,8,0,0,352,0,0,0,0,0,213,80,2.6625,0.6051136363636364,0.2272727272727272,0
6365,variety.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7,1,0,0,1,28432,8805,2592,0,1,211076,0,0,93,459,178,50816,54762,0.9279427340126364,0.2407474085163637,0.259442096685554,0
6366,deadspin.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,15,1,0,0,1,10168,6475,828,0,1,175694,0,0,18,120,3,33456,43079,0.7766196986930988,0.1904219836761642,0.2451933475246736,0
6367,mylust.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,11,1,0,0,1,4718,569,764,0,1,14232,0,0,59,146,3,7910,3581,2.208880201061156,0.5557897695334457,0.2516160764474424,0
6368,ringring.vn,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,14,1,0,0,1,801,101,168,0,0,1728,0,0,3,21,4,654,467,1.4004282655246252,0.3784722222222222,0.2702546296296296,0
6369,medium.com,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,22,1,0,0,1,683,114,69,0,0,5404,0,0,0,1,5,3716,1232,3.0162337662337664,0.6876387860843819,0.2279792746113989,0
6371,genius.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,37,1,0,0,1,33510,4421,1320,0,1,402235,0,0,8,188,8,263540,103782,2.539361353606598,0.6551891307320348,0.2580133504046142,0
6372,icicibank.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,19,11,1,0,0,1,4874,978,1413,0,1,15133,0,0,118,219,23,7942,3467,2.290741274877416,0.5248133218793366,0.2291019625982951,0
6373,sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,9,1,0,0,1,16720,18072,2905,0,1,43603,0,0,45,407,28,21529,10985,1.959854346836596,0.4937504300162832,0.2519322064995528,0
6374,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,40,1,1,0,0,1,417,75,39,0,1,6897,0,0,0,1,1,6822,1049,6.503336510962821,0.989125706829056,0.1520951138176018,0
6375,medium.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,9,1,0,0,1,683,111,69,0,0,5183,0,0,0,1,5,3495,1216,2.874177631578948,0.6743198919544665,0.2346131584024696,0
6376,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,37,1,1,0,0,1,423,75,39,0,1,6935,0,0,0,1,1,6860,1062,6.459510357815443,0.989185291997116,0.1531362653208363,0
6377,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,33,1,1,0,0,1,423,75,39,0,1,6931,0,0,0,1,1,6856,1059,6.474032105760151,0.989179050642043,0.1527918049343529,0
6378,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,33,1,1,0,0,1,423,75,39,0,1,6931,0,0,0,1,1,6856,1059,6.474032105760151,0.989179050642043,0.1527918049343529,0
6380,vnexpress.net,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,7,25,25,1,0,0,1,8599,3532,703,0,1,128885,0,0,26,136,29,58809,30929,1.901419379870025,0.4562904915234511,0.2399736198937037,0
6381,grantland.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,1,5997,924,590,0,1,38309,0,0,21,151,34,9315,9764,0.9540147480540762,0.2431543501527056,0.254874833590018,0
6382,techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,9170,2290,134,0,1,226191,0,0,1,2,1,216336,67822,3.1897614343428384,0.9564306272132844,0.2998439372035138,0
6383,worldoftanks.ru,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,6461,775,1286,0,1,20037,0,0,5,365,4,11260,4933,2.282586661260896,0.5619603733093776,0.2461945401008134,0
6384,kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,14,1,0,0,1,7957,1600,901,0,1,34905,0,0,35,249,49,21468,10369,2.0704021602854663,0.615040825096691,0.2970634579573127,0
6385,tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,4,17,1,0,0,1,59,11,5,0,0,1259,0,0,0,0,0,1259,138,9.123188405797102,1.0,0.1096108022239873,0
